image_path,caption
eval15/high/669.png,there is a bowling alley with bowling pins and bowling balls
eval15/high/547.png,there is an open book sitting on top of a desk next to a phone
eval15/high/55.png,there is a small refrigerator in the corner of a cabinet
eval15/high/1.png,there is a bookcase with books and a refrigerator in the corner
eval15/high/748.png,there is a swimming pool with a clock on the side of it
eval15/high/22.png,there is a stuffed animal that is sitting next to a box
eval15/high/146.png,this is an image of a closet with clothes hanging on a rail
eval15/high/179.png,there are three tassels hanging on a wall in a row
eval15/high/665.png,this is an image of a computer desk with a clock on it
eval15/high/23.png,there is a stuffed animal that is sitting next to a box
eval15/high/111.png,there is a cup that has a cigarette in it on a counter
eval15/high/79.png,there is a cabinet with dishes and cups in it
